# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,副本中使用次数,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,随机狩猎奖励点,解绑道具,解绑道具数量
45,Barrel Bomb L【G】,"""<FONT COLOR=\""\#68A16A\"" >Usage: place a large bomb on the ground, G, which explodes after 30 seconds or gets hit, causing damage</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Combination</FONT><BR>""",50,1,item_icon_38_G,1,0,1,1,11,0,0,2,999,0,0,300,1,0,0,0,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200300005,生成场景物件,Bomb.SuperBucketBomb,0.7,0,道具使用统计,大爆桶,8,0,0,0,0,0,0,0,0,0,1,45,,7,,,,,,,,,,,,,,,,,,,,,,,,
46,Honey Bomb,"""<FONT COLOR=\""\#68A16A\"" >Usage: Toss this at monster to cover it in honey, attracts bees to attack</FONT><BR>""",1,1,item_icon_46,0,0,1,1,5,0,0,3,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200200012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Burst Fruit,"""<FONT COLOR=\""\#68A16A\"" >Usage: Toss this at monster, explodes on impact</FONT><BR>""",1,1,item_icon_47,0,0,1,1,5,0,0,3,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200200013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Dash Juice【G】,"""<FONT COLOR=\""\#68A16A\"" >Consumable：Allows you to dash without becoming fatigued for a period of time and increases max stamina by 50</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Events</FONT><BR>""",1,1,item_icon_110,1,0,1,1,1,0,0,5,999,0,0,200,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100005,增加耐力上限2,50,0,0,获得BUFF,13003,0,0,移除BUFF,19129,0,0,恢复耐力,150,0,0,1,48,,4,,,,,,,,,,,,,,,,,,,,,,,,
49,Black Bone Herb,"""<FONT COLOR=\""\#68A16A\"" >Consumable: Recovers 20 Health</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Farm,Gathering</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",15,1,prop_herbs_15,1,0,1,1,1,0,0,10,999,0,0,1,1,0,0,0,,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100001,恢复生命,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,
50,White Clover,"""<FONT COLOR=\""\#68A16A\"" >Consumable: Recover 25 Health</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Farm,Gathering</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",25,1,prop_herbs_17,1,0,1,1,1,0,0,10,999,0,0,1,1,0,0,0,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100001,恢复生命,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Green Bell Herb,"""<FONT COLOR=\""\#68A16A\"" >Consumable: Recover 30 Health</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Farm,Gathering</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",35,1,prop_herbs_03_4,1,0,1,1,1,0,0,10,999,0,0,1,1,0,0,0,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100001,恢复生命,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Prototype Support Item,"""<FONT COLOR=\""\#68A16A\"" >Usage: Recover 60 Health</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,prop_herbs_01,0,0,1,1,1,0,0,20,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100001,恢复生命,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Nasica's Handmade Cuisine,"""<FONT COLOR=\""\#68A16A\"" >Consumable: Recover 10 Health, Increase recovery speed</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_20,1,0,1,1,1,0,0,20,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100011,恢复生命,10,0,0,获得BUFF,13005,0,0,播放特效,9,1,0,恢复生命,50,0,0,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Stone's Meal Set,"""<FONT COLOR=\""\#68A16A\"" >Consumable: Recover 50 Health</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_15,1,0,1,1,1,0,0,20,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100001,恢复生命,50,0,0,0,0,0,0,增加耐力上限,25,0,0,0,0,0,0,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Life Herb,"""<FONT COLOR=\""\#68A16A\"" >Consumable: Recover 100 Health</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,prop_herbs_01,0,0,1,1,1,0,0,20,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100001,恢复生命,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Nasica's Med Pack,"""<FONT COLOR=\""\#68A16A\"" >Usage: Recover 30 Health of all Hunters in a limited area</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_12,1,0,1,1,1,0,0,20,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100003,区域范围内恢复友方生命,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Refreshing Drink,"""<FONT COLOR=\""\#68A16A\"" >Usage: Protect the hunter from Heatstroke for a limited amount of time, Increase 50 Stamina, Stamina consume rate is slowed for a limited amount of time</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_09,1,0,1,1,1,0,0,20,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100010,获得BUFF,13002,0,0,0,0,0,0,增加耐力上限,50,0,0,获得BUFF,13003,0,0,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Poison Knife,"""<FONT COLOR=\""\#68A16A\"" >Throw: flies in a direct pathway, does minor damage and inflicts poison status to whatever it hits.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: SupplyBox</FONT><BR>""",1,1,item_icon_34,0,0,1,1,5,0,0,20,999,0,0,200,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200200010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,,7,,,,,,,,,,,,,,,,,,,,,,,,
59,First Aid Med,"""<FONT COLOR=\""\#68A16A\"" >Usage: Recover 30 Health</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Supply Box,Hunting Field</FONT><BR>""",1,1,item_icon_88,0,0,1,1,1,0,0,10,999,0,0,50,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,恢复生命,30,0,0,0,1,1,0,道具使用统计,回复药,0,0,0,0,0,0,0,59,,1,,,,,,,,,,,,,,,,,,,,,,,,
60,Ration,"""<FONT COLOR=\""\#68A16A\"" >Usage: Increase 25 Stamina</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Supply Box,Hunting Field</FONT><BR>""",1,1,item_icon_94,0,0,1,1,1,0,0,20,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100027,增加耐力上限,25,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Supply Shock Trap,"""<FONT COLOR=\""\#68A16A\"" >Usage: Set on the ground, large monster who stepped on it will be paralyzed</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Supply Box,Hunting Field</FONT><BR>""",1,1,item_icon_106,0,0,1,1,1,0,0,1,999,0,0,150,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200300002,生成场景物件,MHTrap.MHParalysisTrap,0.7,1,道具使用统计,麻痹陷阱,8,0,0,0,0,0,0,0,0,0,0,61,,5,,,,,,,,,,,,,,,,,,,,,,,,
62,Supply Flash Bomb,"""<FONT COLOR=\""\#68A16A\"" >Throw: Flashes brightly on impact. Toss this right under a monster's nose to blind it.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Supply Box,Hunting Field</FONT><BR>""",1,1,item_icon_96,0,0,1,1,5,0,0,3,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200200003,0,0,0,0,道具使用统计,闪光弹,8,0,0,0,0,0,0,0,0,0,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Supply Sonic Bomb,"""<FONT COLOR=\""\#68A16A\"" >Throw: Grenade-like item that emits a high-frequency blast of sound on detonation and disorients monsters</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: SupplyBox,Hunting Field</FONT><BR>""",1,1,item_icon_97,0,0,1,1,5,0,0,3,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200200001,0,0,0,0,道具使用统计,音爆弹,8,0,0,0,0,0,0,0,0,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Supply Whetstone,"""<FONT COLOR=\""\#68A16A\"" >Usage: Restore weapon sharpness</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Supply Box,Hunting Field</FONT><BR>""",1,1,item_icon_95,0,0,1,1,4,0,0,20,999,0,0,150,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200400001,增加锋利度,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Mega Potion,"""<FONT COLOR=\""\#68A16A\"" >Usage: Recover 45 Health</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Supply Box, Hunting Field</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",10,2,item_icon_01,1,0,1,1,1,0,0,10,999,0,0,100,1,0,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,恢复生命,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,,1,,,,,,,,,,,,,,,,,,,,,,,,
66,Ancestor's Sake,"""<FONT COLOR=\""\#68A16A\"" >Usage: Increase? attack point</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_10,1,0,1,1,1,2,0,10,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,获得BUFF,13997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Hero's Secret Pill,"""<FONT COLOR=\""\#68A16A\"" >Usage: Increase? attack point</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,mat_visceral_02_PNK,1,0,1,1,1,2,0,10,999,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100007,获得BUFF,13991,0,0,0,0,0,0,获得BUFF,13003,0,0,0,0,0,0,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Leo's Whetstone,"""<FONT COLOR=\""\#68A16A\"" >Usage: Restore weapon sharpness, gives ""Fencing"" effect for a certain amount of time</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR>""",1,1,item_icon_05,1,0,1,1,4,2,0,10,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200400001,增加锋利度,2000000,0,0,获得BUFF,13995,0,0,0,0,0,0,0,0,0,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Nasica's Strength Drugs,"""<FONT COLOR=\""\#68A16A\"" >Usage: Gain ? effect</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,prop_bill_02,1,0,1,1,1,2,0,10,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,获得BUFF,13993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Dark Demondrug,"""<FONT COLOR=\""\#68A16A\"" >Usage: Gain ? effect</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,mat_visceral_02_GRY,1,0,1,1,1,2,0,10,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100016,获得BUFF,13994,0,0,获得BUFF,13992,0,0,0,0,0,0,0,0,0,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Focus Tea,"""<FONT COLOR=\""\#68A16A\"" >Usage: Gain ? effect</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_11,1,0,1,1,1,2,0,10,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,1,,0,0,200100007,获得BUFF,13996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Fruit Sake Dessert,"""<FONT COLOR=\""\#68A16A\"" >Usage: Recover 50 Health, Increase attack</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >Overly Sweet Dango</FONT>""",1,1,prop_plant_16,1,0,1,1,1,2,0,20,999,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100016,恢复生命,50,0,0,0,0,0,0,获得BUFF,13997,0,0,0,0,0,0,0,72,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Self Protection Bag,"""<FONT COLOR=\""\#68A16A\"" >Usage: Recover 30 Health and remove poison effect</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,prop_bottle_02,1,0,1,1,1,0,0,1,1,0,0,500,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,9,0,1,,0,0,200100016,恢复生命,30,0,0,移除BUFF类型,毒,0,0,0,0,0,0,0,0,0,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Caffeit's Sml Barrel Bomb,"""<FONT COLOR=\""\#68A16A\"" >Usage: A small time bomb, deals damage to monsters</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_37,1,0,1,1,11,0,0,20,999,0,0,50,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200300001,生成场景物件,Bomb.SmallBucketBomb,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Caffeit's Lrg Barrel Bomb,"""<FONT COLOR=\""\#68A16A\"" >Usage: A large time bomb, deals damage to monsters</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_38,1,0,1,1,11,0,0,20,999,0,0,150,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200300005,生成场景物件,Bomb.BigBucketBomb,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Caffeit's Flash Bomb,"""<FONT COLOR=\""\#68A16A\"" >Usage: Flashes brightly on impact. Toss this right under a monster's nose to blind it.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_06,1,0,1,1,5,0,0,10,999,0,0,200,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200200003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Caffeit's Sonic Bomb,"""<FONT COLOR=\""\#68A16A\"" >Usage: Grenade-like item that emits a high-frequency blast of sound on detonation. Disorients monsters</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_07,1,0,1,1,5,0,0,10,999,0,0,200,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Caffeit's Shock Trap,"""<FONT COLOR=\""\#68A16A\"" >Usage: Set it on the ground, large monster who stepped on it will be paralyzed</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_03,1,0,1,1,1,0,0,1,999,0,0,150,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200300002,生成场景物件,MHTrap.MHParalysisTrap,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,,5,,,,,,,,,,,,,,,,,,,,,,,,
79,Caffeit's Bounce Bomb,"""<FONT COLOR=\""\#68A16A\"" >Usage: Put the bomb on the ground, after sometime it will fly up and explode in mid air, deal damage to the enemy</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source:Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_39,1,0,1,1,5,0,0,20,999,0,0,50,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200300004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,FlyBarrel,,,,,,,,,,,,,,,,,,,,,,,,,
80,Caffeit's Poisoned Meat,"""<FONT COLOR=\""\#68A16A\"" >Usage: Put the meat on the ground, monster who consumed it will have a chance to be poisoned</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_22,1,0,1,1,1,0,0,20,999,0,0,150,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100017,生成场景物件,Fresh.PoisonedFresh,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Caffeit's Tinged Meat,"""<FONT COLOR=\""\#68A16A\"" >Usage: Put the meat on the ground, monster who consumed it will have a chance to be paralyzed</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Quest Reward</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_24,1,0,1,1,1,0,0,20,999,0,0,150,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200100009,生成场景物件,Fresh.ParalysisFresh,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Supply Pitfall Trap,"""<FONT COLOR=\""\#68A16A\"" >Usage: Place on ground, monsters will be trapped in it temporary</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Supply Box, Hunting Field</FONT><BR>""",1,1,item_icon_107,0,0,1,1,6,0,0,1,999,0,0,200,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,200300003,生成场景物件,MHTrap.DropTrap,0.7,1,道具使用统计,落穴陷阱,8,0,0,0,0,0,0,0,0,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Test Mission Item,"""<FONT COLOR=\""\#68A16A\"" >Usage: Receive any Quest</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",10,1,item_icon_31,0,0,1,1,12,2,0,99,999,0,0,1,1,0,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,1,0,0,,0,0,0,接任务,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Storage Expansion,"""<FONT COLOR=\""\#68A16A\"" >Usage: Expand ×1 Storage capacity</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_67,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,,0,0,0,扩展仓库格子,1,0,0,显示物品使用提示,2091,0,0,0,0,0,0,0,0,0,0,0,84,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Premium Storage Expansion,"""<FONT COLOR=\""\#68A16A\"" >Usage: Expand ×10 Storage capacity</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Shop</FONT><BR>""",1,1,prop_book_04,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,,0,0,0,扩展仓库格子,10,0,0,显示物品使用提示,2092,0,0,0,0,0,0,0,0,0,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Normal Storage Expansion,"""<FONT COLOR=\""\#68A16A\"" >Usage: Expand ×5 Storage capacity</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_68,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,,0,0,0,扩展仓库格子,5,0,0,显示物品使用提示,2093,0,0,0,0,0,0,0,0,0,0,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Test Bullet Pack 2,"""<FONT COLOR=\""\#68A16A\"" >Usage:Open the pack</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_01,1,0,1,1,9,0,0,10,999,0,0,20,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,,0,0,0,执行开包,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Growth Med,"""<FONT COLOR=\""\#68A16A\"" >Usage: Increase 10000 EXP point</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Shop</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >注意！仅当日有效！请勿过量使用！</FONT>""",1,1,prop_drug_02,1,0,1,1,1,2,0,0,999,0,0,20,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,,0,0,0,增加每日剩余经验,10000,0,0,显示物品使用提示,1410,0,0,0,0,0,0,0,0,0,0,0,88,,4,,,,,,,,,,,,,,,,,,,,,,,,
89,Test Bullet Pack,"""<FONT COLOR=\""\#68A16A\"" >Usage:Open the pack</FONT><BR><BR><FONT COLOR=\""\#C6B262\"" >DISCARD</FONT>""",1,1,item_icon_01,1,0,1,1,9,0,0,10,999,0,0,20,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,,0,0,0,执行开包,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,,,,,,,,,,,,,,,,,,,,,,,,,,
