# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,排序参数,强化规则,染色规则,物品过期Tag,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
60032,P。Bulldrome Braces,使用Bulldrome素材打造的腕部防具，坚硬的骨头做为护板能提供一定的防御能力。,1,1,ep_dyzw_03,1,0,1,2,2,2,2,0,0,1,0,0,600,1,0,0,0,211003,221003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-4,2,-2,2,0,,,,,,,,,,,2,2,31,-1,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60033,P。Bulldrome Mail,使用Bulldrome素材打造的胸部防具，倒立的野猪獠牙极富原始野性。,1,1,ep_dyzw_02,1,0,1,2,2,3,2,0,0,1,0,0,600,1,0,0,0,311003,321003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-5,2,-2,2,0,,,,,,,,,,,119,2,2,2,31,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60034,P。Bulldrome Faulds,使用Bulldrome素材打造的腰部防具，能够抵御一般的防御能力。,1,1,ep_dyzw_05,1,0,1,2,2,4,2,0,0,1,0,0,600,1,0,0,0,411003,421003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-4,2,-2,2,0,,,,,,,,,,,119,2,2,2,31,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60035,P。Bulldrome Greaves,"使用Bulldrome素材打造的腿部防具，利用骨板缝制,可以灵活的转身。",1,1,ep_dyzw_04,1,0,1,2,2,5,2,0,0,1,0,0,600,1,0,0,0,511003,521003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-4,2,-2,2,0,,,,,,,,,,,119,3,2,2,31,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60036,P。Bulldrome Cap,"远程猎人装备,使用Bulldrome素材打造的头部防具，制作样式充满异域风情。",1,1,ep_dyzw_01,1,0,1,2,2,1,2,0,0,1,0,0,600,1,0,0,0,112003,122003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-3,2,-2,2,0,,,,,,,,,,,39,3,2,2,31,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60037,P。Bulldrome Guards,"远程猎人装备,使用Bulldrome素材打造的腕部防具，采用了骨质材料,轻便耐用。",1,1,ep_dyzw_03,1,0,1,2,2,2,2,0,0,1,0,0,600,1,0,0,0,212003,222003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-3,1,-1,1,0,,,,,,,,,,,2,2,31,-1,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60038,P。Bulldrome Vest,"远程猎人装备,使用Bulldrome素材打造的胸部防具，异域味道十足的防具，防御能力也十分出众。",1,1,ep_dyzw_02,1,0,1,2,2,3,2,0,0,1,0,0,600,1,0,0,0,312003,322003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-4,2,-2,2,0,,,,,,,,,,,39,2,2,2,31,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60039,P。Bulldrome Coat,"远程猎人装备,使用Bulldrome素材打造的腰部防具，最大限度的减轻了防具的重量,让移动更灵活。",1,1,ep_dyzw_05,1,0,1,2,2,4,2,0,0,1,0,0,600,1,0,0,0,412003,422003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-4,2,-2,2,0,,,,,,,,,,,39,2,2,2,31,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60040,P。Bulldrome Pants,"远程猎人装备,使用Bulldrome素材打造的腿部防具，利用骨板缝制,提供了良好的移动性能。",1,1,ep_dyzw_04,1,0,1,2,2,5,2,0,0,1,0,0,600,1,0,0,0,512003,522003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-3,1,-1,1,0,,,,,,,,,,,39,3,2,2,31,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60013,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60041,P。Kut-Ku Helm,使用Kut-Ku素材打造的头部防具，对于猎人头部提供了一定的保护。,1,1,ep_bgn_01,1,0,1,2,2,1,2,0,0,1,0,0,600,1,0,0,0,111004,121004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-4,4,-2,,,,,,,,,,,1,3,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60042,P。Kut-Ku Braces,"使用Kut-Ku素材打造的腕部防具，坚韧厚实,能够防御野兽的利齿。",1,1,ep_bgn_03,1,0,1,2,2,2,2,0,0,1,0,0,600,1,0,0,0,211004,221004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-4,4,-2,,,,,,,,,,,1,1,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60043,P。Kut-Ku Mail,使用Kut-Ku素材打造的胸部防具，穿上之后充满异域风情。,1,1,ep_bgn_02,1,0,1,2,2,3,2,0,0,1,0,0,600,1,0,0,0,311004,321004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-5,5,-2,,,,,,,,,,,1,1,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60044,P。Kut-Ku Faulds,使用Kut-Ku素材打造的腰部防具，提供较强的防御能力和令人满意的移动性能。,1,1,ep_bgn_05,1,0,1,2,2,4,2,0,0,1,0,0,600,1,0,0,0,411004,421004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-4,4,-2,,,,,,,,,,,1,2,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60045,P。Kut-Ku Greaves,使用Kut-Ku素材打造的腿部防具，经过精心的设计而变得灵巧无比。,1,1,ep_bgn_04,1,0,1,2,2,5,2,0,0,1,0,0,600,1,0,0,0,511004,521004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-4,4,-2,,,,,,,,,,,1,3,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60046,P。Kut-Ku Cap,"远程猎人装备,使用Kut-Ku素材打造的头部防具，造型独特,但能提供良好的视野。",1,1,ep_bgn_01,1,0,1,2,2,1,2,0,0,1,0,0,600,1,0,0,0,112004,122004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-3,3,-2,,,,,,,,,,,1,3,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60047,P。Kut-Ku Guards,"远程猎人装备,使用Kut-Ku素材打造的腕部防具，比想象中的灵活许多。",1,1,ep_bgn_03,1,0,1,2,2,2,2,0,0,1,0,0,600,1,0,0,0,212004,222004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-1,1,-3,3,-1,,,,,,,,,,,1,1,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60048,P。Kut-Ku Vest,"远程猎人装备,使用Kut-Ku素材打造的胸部防具，大鸟的硬壳提供了良好的防御能力。",1,1,ep_bgn_02,1,0,1,2,2,3,2,0,0,1,0,0,600,1,0,0,0,312004,322004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-4,4,-2,,,,,,,,,,,1,1,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60049,P。Kut-Ku Coat,"远程猎人装备,使用Kut-Ku素材打造的腰部防具，大鸟的鳞片提供了足够的保护措施。",1,1,ep_bgn_05,1,0,1,2,2,4,2,0,0,1,0,0,600,1,0,0,0,412004,422004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-2,2,-4,4,-2,,,,,,,,,,,1,2,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60050,P。Kut-Ku Pants,"远程猎人装备,使用Kut-Ku素材打造的腿部防具，机动与回避性能都非常优秀。",1,1,ep_bgn_04,1,0,1,2,2,5,2,0,0,1,0,0,600,1,0,0,0,512004,522004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-1,1,-3,3,-1,,,,,,,,,,,1,3,114,2,2,-1,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60014,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60051,P。Gendrome Helm,使用Gendrome素材打造的头部防具，覆盖黄色的鳞片使得防御能力得到提升。,1,1,ep_hslw_01,1,0,1,2,2,1,2,0,0,1,0,0,600,1,0,0,0,111006,121006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,4,-2,-4,,,,,,,,,,,18,2,36,2,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60052,P。Gendrome Braces,"使用Gendrome素材打造的腕部防具，防御力提高,佩戴后能更加流畅的挥动武器。",1,1,ep_hslw_03,1,0,1,2,2,2,2,0,0,1,0,0,600,1,0,0,0,211006,221006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,4,-2,-4,,,,,,,,,,,18,2,36,3,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60053,P。Gendrome Mail,"使用Gendrome素材打造的胸部防具，防御能力出众,挑战更强怪兽必备装备。",1,1,ep_hslw_02,1,0,1,2,2,3,2,0,0,1,0,0,600,1,0,0,0,311006,321006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,5,-2,-5,,,,,,,,,,,18,2,11,-3,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60054,P。Gendrome Faulds,"使用Gendrome素材打造的腰部防具，更加重视防御的能力,一般的锐利物无法穿透。",1,1,ep_hslw_05,1,0,1,2,2,4,2,0,0,1,0,0,600,1,0,0,0,411006,421006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,4,-2,-4,,,,,,,,,,,18,2,36,2,11,-3,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60055,P。Gendrome Greaves,使用Gendrome素材打造的腿部防具，拥有绝佳的防御能力。,1,1,ep_hslw_04,1,0,1,2,2,5,2,0,0,1,0,0,600,1,0,0,0,511006,521006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,-2,2,4,-2,-4,,,,,,,,,,,18,2,36,3,11,-3,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60056,P。Gendrome Cap,"远程猎人装备,使用Gendrome素材制造的头部防具，采用新的工艺,瞄准性能更加优秀。",1,1,ep_hslw_01,1,0,1,2,2,1,2,0,0,1,0,0,600,1,0,0,0,112006,122006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-2,2,3,-2,-3,,,,,,,,,,,18,2,36,2,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60057,P。Gendrome Guards,"远程猎人装备,使用Gendrome素材制造的腕部防具，混入了少量的矿石,造型独特。",1,1,ep_hslw_03,1,0,1,2,2,2,2,0,0,1,0,0,600,1,0,0,0,212006,222006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-1,1,3,-1,-3,,,,,,,,,,,18,2,36,3,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60058,P。Gendrome Vest,"远程猎人装备,使用Gendrome素材制造的胸部防具，为猎人的弱点部位提供良好的保护。",1,1,ep_hslw_02,1,0,1,2,2,3,2,0,0,1,0,0,600,1,0,0,0,312006,322006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-2,2,4,-2,-4,,,,,,,,,,,18,2,11,-3,0,0,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60059,P。Gendrome Coat,"远程猎人装备,使用Gendrome素材制造的腰部防具，布满鳞片的 Greaves,可以较为灵活的转身。",1,1,ep_hslw_05,1,0,1,2,2,4,2,0,0,1,0,0,600,1,0,0,0,412006,422006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,1,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-2,2,4,-2,-4,,,,,,,,,,,18,2,36,2,11,-3,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60060,P。Gendrome Pants,"远程猎人装备,使用Gendrome素材制造的腿部防具，坚固防御与移动的进阶装备。",1,1,ep_hslw_04,1,0,1,2,2,5,2,0,0,1,0,0,600,1,0,0,0,512006,522006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,1,,,3,,1.8,,,,,,,,,,,,,,,,,,,,,,,,-1,1,3,-1,-3,,,,,,,,,,,18,2,36,3,11,-3,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60015,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.48,,,,,,,,,,,,,,,,,,,
60061,P。Baelidae Helm,使用Baelidae素材打造的头部防具，能够在一定程度上抵御怪物尖锐的爪击。,1,2,ep_bsz_01,1,0,1,2,2,1,2,0,0,1,0,0,2400,4,0,0,0,111005,121005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,2,-4,0,0,2,,,,,,,,,,,83,2,119,2,48,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60016,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60062,P。Baelidae Braces,使用Baelidae素材打造的腕部防具，牺牲轻便后带来强力的保护能力。,1,2,ep_bsz_03,1,0,1,2,2,2,2,0,0,1,0,0,2400,4,0,0,0,211005,221005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,2,-4,0,0,2,,,,,,,,,,,83,2,119,2,48,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60016,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60063,P。Baelidae Mail,"使用Baelidae素材打造的腕部防具，造型异常霸气,厚重坚硬,为猎人提供足够的保护。",1,2,ep_bsz_02,1,0,1,2,2,3,2,0,0,1,0,0,2400,4,0,0,0,311005,321005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,6,,,,,,,,,,,,,,,,,,,,,,,,2,-5,0,0,2,,,,,,,,,,,83,2,119,3,48,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60016,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
60064,P。Baelidae Faulds,"使用Baelidae素材打造的腰部防具，防御能力大于移动能力,近战猎人必备的装备。",1,2,ep_bsz_05,1,0,1,2,2,4,2,0,0,1,0,0,2400,4,0,0,0,411005,421005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,,1,3,,6,,,,,,,,,,,,,,,,,,,,,,,,2,-4,0,0,2,,,,,,,,,,,83,2,119,2,48,-2,0,0,0,0,0,0,,,,,,,,Y,,,1,1,1,,,,60016,150,,,,,,,1085;1090;1095;1100;1105;1110;1115;1120;3010;3020;3030;3040;3050;3060;3070;3080;3090;3095;3100;3105;3110;3115;3120;3125;3130;3135;3140;3145;3150;3155;3160;3165;3170;3175;3180,,0.8,,,,,,,,,,,,,,,,,,,
