# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,超耐槽最大值,超耐值转化系数,额外增加值,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
130526,诅咒君主,紫毒鸟素材制作的片手剑，一不小心割伤自己的话会中剧毒！,45,2,ep_zdn_07,0,1,1,2,1,4,2,0,0,1,0,0,280000,2800,0,0,0,,340204,340204,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,112,0,0,3000000,120000,220000,570000,1700000,2500000,3210000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,43,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9,1,2,3,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130527,迷乱幽眠深渊,利用眠鸟素材打造的片手剑，似乎具备一定的催眠效果。,45,2,ep_mn_07,0,1,1,2,1,4,2,0,0,1,0,0,280000,2800,0,0,0,,340014,340014,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,111,0,7,3000000,870000,1020000,1410000,1890000,2400000,3370000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,43,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9,1,2,3,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130528,流星泪,采用星龙素材打造的独特片手剑。战场上看见的不是刀光剑影，而是流星。,45,2,ep_nb3_07,0,1,1,2,1,4,2,0,0,1,0,0,280000,2800,0,0,0,,340013,340013,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,138,0,7,3000000,400000,810000,1050000,2250000,2400000,3060000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9,1,2,3,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130529,猎命狂雷,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,20,1,ep_dl_07,0,1,1,2,1,4,2,0,0,1,0,0,34000,340,0,0,0,,340012,340012,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,67,0,10,2000000,480000,980000,1350000,2070000,2790000,3140000,4000000,4000000,4000000,4000000,300,0,0,0,19,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,31,32,33,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130530,椋雷翼改,使用沙雷鸟素材打造的片手剑，攻防一体，灵活易动。,30,1,ep_sln_07,0,1,1,2,1,4,2,0,0,1,0,0,94000,940,0,0,0,,340009,340009,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,84,0,0,2000000,390000,520000,1060000,1350000,2350000,3500000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,55,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,1,2,3,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130531,迷乱幽眠改,利用眠鸟素材打造的片手剑，似乎具备一定的催眠效果。,40,2,ep_mn_07,0,1,1,2,1,4,2,0,0,1,0,0,300000,3000,0,0,0,,340014,340014,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,97,0,7,2500000,770000,1170000,1330000,1900000,2350000,2750000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,64,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,8,1,2,3,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130532,舵手钩镰艾吉尔,吞渊龙素材锻造的片手剑，常为沙船舵手所持，钩镰的锋刃能毫不费力的撕开猎物的喉咙。,55,3,ep_nb4_07,0,1,1,2,1,4,2,0,0,1,0,0,600000,6000,0,0,0,,340018,340018,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,148,0,-13,3000000,610000,850000,1120000,1200000,2400000,3180000,4000000,4000000,4000000,4000000,300,0,0,0,0,41,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,41,42,43,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130533,鱼鳍短剑,剑身好似鱼鳍的沙龙王片手剑，盾牌加入了坚固的矿石打造而打造，无时无刻不发散出沙土的味道。,15,1,ep_slw_07,0,1,1,2,1,4,2,0,0,1,0,0,21000,210,0,0,0,,340011,340011,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,79,0,-7,1500000,570000,950000,1450000,1970000,2640000,2860000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,3,1,2,3,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130534,海蛇匕首,工匠细心挑选蓝速龙王的素材打造，盾牌使用了蓝速龙坚硬的鳞片制造，帮助猎人在防御怪兽的攻击后能发起猛烈的攻击。,1,1,ep_lslw_07,1,1,1,2,1,4,2,0,0,1,0,0,0,0,0,0,0,,340002,340002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,90,0,0,1500000,570000,950000,1100000,1970000,2030000,2670000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130535,竞技者之剑,只有参与生死竞技的勇敢者才能使用的片手剑。,90,1,ep_pvp002_u01_p,0,1,1,2,1,4,2,0,0,1,0,0,0,0,0,0,0,,340405,340405,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,0,0,0,10,500,0,0,3000000,1020000,1790000,2150000,2230000,2400000,3200000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138001,冒险者片手,商团为冒险者们统一配备的片手。,40,1,ep_xf_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340200,340200,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,10,0,99,0,0,0,10,150,0,0,2500000,810000,870000,1450000,2160000,2620000,3610000,4000000,4000000,4000000,4000000,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,5,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138002,青鸟钩斧,利用青怪鸟素材打造的极为坚硬的片手剑，其攻快如闪电，其防亦可匹敌万物。,40,1,ep_qgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,15,2800000,630000,1020000,1820000,2520000,3070000,3300000,3890000,4000000,4000000,4000000,300,0,0,29,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138003,青鸟钩斧,利用青怪鸟素材打造的极为坚硬的片手剑，其攻快如闪电，其防亦可匹敌万物。,40,1,ep_qgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-15,2900000,960000,1550000,2300000,2700000,3560000,3660000,3860000,4000000,4000000,4000000,300,0,0,29,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138004,青鸟钩斧,利用青怪鸟素材打造的极为坚硬的片手剑，其攻快如闪电，其防亦可匹敌万物。,40,1,ep_qgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-10,2900000,390000,910000,1490000,2450000,3040000,3400000,3910000,4000000,4000000,4000000,300,0,0,29,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138005,青鸟钩斧,利用青怪鸟素材打造的极为坚硬的片手剑，其攻快如闪电，其防亦可匹敌万物。,40,1,ep_qgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,15,2800000,880000,1210000,2010000,2340000,2770000,3390000,3520000,4000000,4000000,4000000,300,0,0,29,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138006,青鸟钩斧,利用青怪鸟素材打造的极为坚硬的片手剑，其攻快如闪电，其防亦可匹敌万物。,40,1,ep_qgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,0,3000000,580000,1150000,1900000,2800000,3010000,3470000,3740000,4000000,4000000,4000000,300,0,0,29,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,21,22,23,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138007,白王随扈,使用雪狮子王素材打造的片手剑，散发的寒气令人心生畏惧。,40,1,ep_xszw_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,0,2800000,630000,1020000,1820000,2520000,3070000,3300000,3890000,4000000,4000000,4000000,300,0,0,0,0,0,29,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138008,白王随扈,使用雪狮子王素材打造的片手剑，散发的寒气令人心生畏惧。,40,1,ep_xszw_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-10,2900000,960000,1550000,2300000,2700000,3560000,3660000,3860000,4000000,4000000,4000000,300,0,0,0,0,0,29,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138009,白王随扈,使用雪狮子王素材打造的片手剑，散发的寒气令人心生畏惧。,40,1,ep_xszw_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-15,2900000,390000,910000,1490000,2450000,3040000,3400000,3910000,4000000,4000000,4000000,300,0,0,0,0,0,29,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138010,白王随扈,使用雪狮子王素材打造的片手剑，散发的寒气令人心生畏惧。,40,1,ep_xszw_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-5,2800000,880000,1210000,2010000,2340000,2770000,3390000,3520000,4000000,4000000,4000000,300,0,0,0,0,0,29,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138011,白王随扈,使用雪狮子王素材打造的片手剑，散发的寒气令人心生畏惧。,40,1,ep_xszw_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340017,340017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,0,3000000,580000,1150000,1900000,2800000,3010000,3470000,3740000,4000000,4000000,4000000,300,0,0,0,0,0,29,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,51,52,53,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138012,巨蟹螯,使用镰蟹素材打造的片手剑，在提供强力的攻击能力的时候又具备绝佳的防御力。,40,1,ep_lx_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340015,340015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-5,2800000,630000,1020000,1820000,2520000,3070000,3300000,3890000,4000000,4000000,4000000,300,0,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138013,巨蟹螯,使用镰蟹素材打造的片手剑，在提供强力的攻击能力的时候又具备绝佳的防御力。,40,1,ep_lx_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340015,340015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-10,2900000,960000,1550000,2300000,2700000,3560000,3660000,3860000,4000000,4000000,4000000,300,0,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138014,巨蟹螯,使用镰蟹素材打造的片手剑，在提供强力的攻击能力的时候又具备绝佳的防御力。,40,1,ep_lx_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340015,340015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-10,2900000,390000,910000,1490000,2450000,3040000,3400000,3910000,4000000,4000000,4000000,300,0,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138015,巨蟹螯,使用镰蟹素材打造的片手剑，在提供强力的攻击能力的时候又具备绝佳的防御力。,40,1,ep_lx_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340015,340015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-5,2800000,880000,1210000,2010000,2340000,2770000,3390000,3520000,4000000,4000000,4000000,300,0,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138016,巨蟹螯,使用镰蟹素材打造的片手剑，在提供强力的攻击能力的时候又具备绝佳的防御力。,40,1,ep_lx_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340015,340015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-5,3000000,580000,1150000,1900000,2800000,3010000,3470000,3740000,4000000,4000000,4000000,300,0,29,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,11,12,13,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138017,狂雷秘剑,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,40,1,ep_dl_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340012,340012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,0,2800000,630000,1020000,1820000,2520000,3070000,3300000,3890000,4000000,4000000,4000000,300,0,0,0,29,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138018,狂雷秘剑,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,40,1,ep_dl_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340012,340012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-5,2900000,960000,1550000,2300000,2700000,3560000,3660000,3860000,4000000,4000000,4000000,300,0,0,0,29,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138019,狂雷秘剑,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,40,1,ep_dl_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340012,340012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,5,2900000,390000,910000,1490000,2450000,3040000,3400000,3910000,4000000,4000000,4000000,300,0,0,0,29,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138020,狂雷秘剑,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,40,1,ep_dl_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340012,340012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,-15,2800000,880000,1210000,2010000,2340000,2770000,3390000,3520000,4000000,4000000,4000000,300,0,0,0,29,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138021,狂雷秘剑,寄宿雷电之神的强力片手剑，攻击时似乎要将大地用雷神之力摧毁。,40,1,ep_dl_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340012,340012,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,160,0,0,3000000,580000,1150000,1900000,2800000,3010000,3470000,3740000,4000000,4000000,4000000,300,0,0,0,29,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,7,31,32,33,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138022,剧毒钩斧,剑刃上附有剧毒，在打造时也需要十分小心的毒怪鸟片手剑，运用灵活可使猎人在狩猎时占据一定的优势。,40,1,ep_dgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340007,340007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,180,0,10,2800000,630000,1020000,1820000,2520000,3070000,3300000,3890000,4000000,4000000,4000000,300,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138023,剧毒钩斧,剑刃上附有剧毒，在打造时也需要十分小心的毒怪鸟片手剑，运用灵活可使猎人在狩猎时占据一定的优势。,40,1,ep_dgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340007,340007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,180,0,-15,2900000,960000,1550000,2300000,2700000,3560000,3660000,3860000,4000000,4000000,4000000,300,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138024,剧毒钩斧,剑刃上附有剧毒，在打造时也需要十分小心的毒怪鸟片手剑，运用灵活可使猎人在狩猎时占据一定的优势。,40,1,ep_dgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340007,340007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,180,0,0,2900000,390000,910000,1490000,2450000,3040000,3400000,3910000,4000000,4000000,4000000,300,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138025,剧毒钩斧,剑刃上附有剧毒，在打造时也需要十分小心的毒怪鸟片手剑，运用灵活可使猎人在狩猎时占据一定的优势。,40,1,ep_dgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340007,340007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,180,0,5,2800000,880000,1210000,2010000,2340000,2770000,3390000,3520000,4000000,4000000,4000000,300,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138026,剧毒钩斧,剑刃上附有剧毒，在打造时也需要十分小心的毒怪鸟片手剑，运用灵活可使猎人在狩猎时占据一定的优势。,40,1,ep_dgn_07,0,1,1,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,340007,340007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,10,0,99,0,0,0,10,180,0,0,3000000,580000,1150000,1900000,2800000,3010000,3470000,3740000,4000000,4000000,4000000,300,0,0,0,0,0,0,15,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,6,1,2,3,,,,2,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
